name,screen_name,description,followers_count,followers_count,friends_count,listed_count,favourites_count,created_at
violetannualplant,kendov3,kendo,2,2,45,0,4,Mon Mar 30 12:41:20 +0000 2020
Bear,loganpearce34,Blessed,111,111,458,0,6629,Wed Jan 10 21:36:40 +0000 2018
teté,MtsrTete,fugly.,118,118,143,0,1681,Sat Oct 20 13:34:04 +0000 2018
♫,b0ttle0fred,"Damn, I really am obsessed with music",13,13,144,0,390,Mon Mar 30 11:25:15 +0000 2020
anthony_17,drippytony1,corona got me scared tho,111,111,300,0,9806,Mon May 06 03:53:03 +0000 2019
nat 👩🏽‍🔬,4atalie,sleeping with the moon and the stars,500,500,487,0,36355,Mon Mar 26 01:05:19 +0000 2018
ipalmy,illdo2nite,boh faccio musica e spendo i miei averi in questo e basta,11,11,64,0,30,Sun Sep 02 01:55:34 +0000 2018
erin,erinbardenn,"what ever you do in this life, it’s not legendary unless your friends are there to see it",114,114,82,0,7928,Sun May 31 21:34:58 +0000 2015
Shannonduncan,Shannon01477782,the sex man live,24,24,890,0,99,Sat Mar 07 21:54:29 +0000 2020
Junta,J_N9_,https://www.instagram,288,288,285,0,17929,Fri Jun 17 13:15:49 +0000 2016
jodie,JodiePortillo,[],4,4,67,0,24,Sat May 09 14:16:27 +0000 2015
Nick,NickJay790,lol,91,91,404,1,13867,Fri Jul 10 21:52:52 +0000 2015
bolor,miyaabolor,,1,1,21,0,14,Sun Mar 29 02:49:17 +0000 2020
Kedric Scherle,KedricScherle,,0,0,6,0,3,Tue Mar 24 17:11:55 +0000 2020
Emily Rodriguez,emilyrodrigu3z,,10,10,52,0,560,Sat Mar 02 05:37:33 +0000 2019
katie NSFR ♊️☁️,chalefleurz,"#TYLER : you got me on tippy toe, so who’s oliv, who’s elio?",162,162,255,6,3434,Tue Dec 18 07:33:19 +0000 2018
ugly 🦇,uhricard0,$uhricard0,188,188,1011,1,17214,Wed Oct 28 01:38:31 +0000 2015
robin,robinornedo,,0,0,12,0,16,Fri Mar 08 18:53:21 +0000 2019
moz,xxavenue,,4,4,1420,0,419,Wed Jun 11 05:30:16 +0000 2014
belle:),uhhbelle,kinda wack || indigenous rights || tohono o’odham || akimel o’odham || hopi,265,265,243,4,12365,Tue Nov 18 00:35:22 +0000 2014
Mariele Healy,MarieleJule,"awkward, giggly, and bad at keeping my own secrets. mariele.healy on instagram.",23,23,139,0,585,Sun May 15 22:06:18 +0000 2016
kiko stan acc,haniwtfyd,tf,93,93,204,0,966,Tue Feb 04 10:44:47 +0000 2020
janny🦋🧚🏻‍♀️✨,urgirljan,hi,269,269,260,1,4879,Sun Aug 26 21:45:27 +0000 2012
kelly Ann Capine,KCapine,,4,4,194,0,14,Tue Jan 14 04:14:38 +0000 2020
michelle,mich6lle,,82,82,144,2,30274,Fri Aug 21 00:19:50 +0000 2015
☮☯️✡️☪️,letmesleep4eva,#music #movies 🦥💤🌴🥥🌞,190,190,417,2,7236,Sat Aug 18 15:33:03 +0000 2012
Brooklyn,beebooolyn,what are pigeons?,6,6,18,0,32,Mon Mar 30 05:46:08 +0000 2020
Bass,g0ldframes,,35,35,90,0,375,Mon Mar 30 05:31:36 +0000 2020
jill,EDWINONPATROL,"𝐭𝐚𝐤𝐞 𝐭𝐡𝐞 𝐨𝐝𝐝𝐬, 𝐢’𝐥𝐥 𝐤𝐞𝐞𝐩 𝐝𝐫𝐞𝐚𝐦𝐢𝐧𝐠",2341,2341,903,64,28882,Mon Aug 14 22:25:24 +0000 2017
nick,convily,yocchio#0063,2521,2521,67,3,2892,Wed Dec 10 00:37:56 +0000 2014
jason isip,inmyroom01,,12,12,92,0,74,Sun Mar 29 20:01:50 +0000 2020
;:\,ashrohertz,欲望なしの夢 ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀,10,10,50,0,42,Sat Apr 28 09:16:29 +0000 2018
chlo,ChloeReoch,,536,536,448,0,20891,Wed Aug 13 00:18:49 +0000 2014
lily,lilyplz,,108,108,116,3,667,Tue Nov 08 05:41:44 +0000 2016
edward,edwardnicks1,need a real king who can handle,1,1,69,0,33,Mon Mar 30 04:34:51 +0000 2020
brooklyn baby.,lanauchis1,LANA FUCKING DEL REY,15,15,52,0,29,Mon Mar 30 04:32:07 +0000 2020
immy,babemendess,if you haven’t found someone i promise i’ll be around,288,288,368,3,1117,Fri Sep 14 21:07:37 +0000 2018
dodie nsfr 🥾🌍,kurtisconvict,#JOHN: “you expect more of a swan because it’s more cosmopolitan!”,190,190,270,3,4891,Sat Feb 29 06:27:13 +0000 2020
robert bistre,robertbistre,( melancholy ),2,2,55,0,0,Mon Mar 30 03:46:17 +0000 2020
Natalie,NatllieT,,3,3,31,0,313,Mon Aug 03 14:47:10 +0000 2015
JaJa,JaJa7414,Stay Tuned For New Music Coming Soon‼️,5,5,101,0,13,Fri Mar 27 07:09:38 +0000 2020
T,quirkytnyc,,33,33,714,0,8856,Thu Jun 21 01:58:11 +0000 2018
ㅇㅇ,KDWON2003,,4,4,271,0,142,Tue Sep 17 03:17:25 +0000 2019
Alik Rose,sxptsxnxmxlv,,0,0,91,0,140,Sun Mar 29 01:54:23 +0000 2020
جميل,spicfire911,Reynaldo J. Miranda,290,290,428,0,502,Fri Jul 27 02:20:14 +0000 2012
Nonamus,Nonamus_music,"Rapper, Singer, Producer, Audio Engineer. Listen @ https://t.co/OkeKrZgp9s",458,458,1090,2,382,Mon Oct 10 01:13:38 +0000 2016
Vaseline on Toast,Vaseline0nToast,,3,3,150,0,197,Mon Jan 16 01:09:15 +0000 2017
Sammie 🍀,sumanthamay,"Cap ☼ Gemini ↟ Libra ☽ reader of Tarot, lover of the Universe 🛸 21 grams in mass.",819,819,293,2,32672,Tue Jul 19 04:27:26 +0000 2016
nAt,natthehat2,Its me your dad,5,5,199,0,1374,Sun Mar 17 21:45:04 +0000 2019
🦋우지호🦋,MoonstoneTive,"♍19✨🦋🌙💌

''Those who wish I were dead
I’ve made the insults you throw at me
Into a long-lasting fortune
I have eternal life''
🎶🎤  @ZICO92 , Predator❤",167,167,1940,0,138200,Thu Jul 28 10:46:05 +0000 2016
Troxell👽☠️,LJTrox,yakwtfgo. wangsap .beartrap. błōñd. bh.,24,24,119,0,193,Sat Oct 15 04:31:05 +0000 2016
Brian,bacnyoq,,4,4,30,0,158,Mon Feb 24 06:44:39 +0000 2020
Sony Music,sonymusic,"New music, exclusive content & more from Sony Music Entertainment’s diverse roster of artists 🎵",693372,693372,1718,4495,8146,Tue Mar 31 19:38:27 +0000 2009
Jose Brizuela,JoseBri87649125,,5,5,138,0,14,Wed Aug 29 21:07:03 +0000 2018
victoria :),lefleurisalive,,0,0,18,0,5,Thu Mar 19 22:17:36 +0000 2020
Taylor Miller,_TaylorMiller__,Speaking of Nirvana,7,7,281,0,332,Thu Dec 12 17:14:22 +0000 2019
Ant,Anthonyh_885,,508,508,319,1,14317,Thu Aug 01 22:13:19 +0000 2013
nadia,naditoohottie,"physically thicc, mentally sicc",2,2,98,0,107,Thu Mar 26 19:16:37 +0000 2020
Georgia Oram,oram_georgia,Don’t really know what I’m doing 👍🏻,37,37,179,0,530,Thu Mar 02 22:03:01 +0000 2017
￼,itdobemina,,17,17,11,0,52,Wed Sep 13 14:23:35 +0000 2017
.,q_m61,,1,1,41,0,281,Fri Oct 04 07:16:38 +0000 2019
jazmin,jazmin56271183,🦠🤹🏼‍♂️🛸,1,1,76,0,58,Sun Jan 05 19:56:17 +0000 2020
GlamByCaitlyn,ByCaitlyn,aspiring mua ✨ 19 y/o,5,5,56,0,61,Wed Feb 19 09:19:38 +0000 2020
nate🍷,neverworried_,N O N F I C T I O N,318,318,657,0,16443,Tue Jun 05 20:51:59 +0000 2018
TO FEEL ALIVE EP🦋(nsfr),hl_sseulgii,#Jisoo: where’s that hoe at that keeps calling me a gnome?,2009,2009,2753,34,215273,Wed Oct 03 21:45:41 +0000 2018
alexhelfgott,alexhelfgott,,38,38,249,0,149,Mon Sep 02 12:01:34 +0000 2013
sammi,stlolas,if you can’t hang 🐞,59,59,50,0,1720,Tue May 07 05:21:30 +0000 2019
joice com i,jotaoicee,que,35,35,116,0,844,Wed Sep 25 14:25:26 +0000 2019
9 iodine,9iodine,POPSTAR. | lo$t.,18,18,142,0,3845,Fri Jan 01 01:46:25 +0000 2016
🌝,vanirelav,,45,45,112,0,693,Sun Nov 17 12:02:24 +0000 2013
Brooke,BrookeSherman,I'm just bored and nosey,1,1,28,0,4,Fri Jun 06 12:14:51 +0000 2014
Liz,lizbrase,,535,535,557,0,6859,Tue Dec 23 06:38:26 +0000 2014
Jeremy Meier,JeremyMeier10,max is a puci || usc ‘21,5,5,132,0,48,Sun Dec 23 00:44:52 +0000 2018
Columbia Records,ColumbiaRecords,,521528,521528,569,3179,8500,Thu Jun 18 21:54:39 +0000 2009
KILLJOYS MAKE SOME NOISE,theghostofmine,⋆ 𝙔𝙤𝙪 𝙢𝙖𝙮 𝙬𝙖𝙠𝙚 𝙪𝙥 𝙖𝙣𝙙 𝙣𝙤𝙩𝙞𝙘𝙚 𝙮𝙤𝙪’𝙧𝙚 𝙨𝙤𝙢𝙚𝙗𝙤𝙙𝙮 𝙮𝙤𝙪’𝙧𝙚 𝙣𝙤𝙩 ⋆ MUSIC,364,364,364,0,3549,Wed Aug 07 01:03:22 +0000 2019
parable,parablemusic,,2570,2570,106,11,3,Sun Dec 10 14:37:59 +0000 2017
Juan,jp_lop,IG: jp_lop,101,101,126,1,588,Mon Feb 03 01:46:25 +0000 2014
Cick Nummings,cowboycick,yeet,197,197,234,0,2924,Fri Oct 02 01:06:04 +0000 2015
Sofie,Sofie60538582,,0,0,3,0,0,Sun Mar 01 18:11:11 +0000 2020
kenni.w🇹🇹🇵🇷,WheelerAkenti,just bought this California king and it’s expensive,66,66,365,0,2645,Sat Aug 11 13:13:49 +0000 2018
🧚🏽‍♀️,interestonIy,be proud,242,242,72,5,48555,Sat Aug 17 17:25:16 +0000 2013
Kat,KATALAINEX,🇦🇺,27,27,316,0,1593,Fri Jun 10 03:48:40 +0000 2016
jodie,jodie_munster,,58,58,152,0,7117,Sun Mar 03 11:56:59 +0000 2019
Mason,MenaceMND,if you’re not first you’re last,314,314,306,2,34130,Wed Oct 29 02:14:28 +0000 2014
pinkcowboyhat,laurencoquiaa,,2,2,18,0,0,Sun Mar 29 09:03:03 +0000 2020
𝐺𝐼𝑆𝐸𝐿𝐿𝐴,thatzclownery,"I have piojos😌✨, not proud if it but I say really dumb things 24/7🤡, and I rant alll the time",4,4,41,0,953,Tue Mar 19 00:34:57 +0000 2019
michael,yourmanlegolas,a gay piece of shit lol 🖤🤑🌈🤩,0,0,29,0,334,Wed Jan 15 03:46:40 +0000 2020
dom,domdungo,yay areaaaa,214,214,440,1,12897,Mon Dec 31 18:31:00 +0000 2012
milan¹²⁽⁷⁾,luvbotz,#HENDERY: 𝘴𝘵𝘰𝘱 𝘣𝘦𝘪𝘯𝘨 𝘱𝘰𝘰𝘳! ♥︎ㅤ𓄹ㅤ(｡◝‿◜｡),55,55,418,0,83,Sun Mar 29 06:43:46 +0000 2020
A,aintalet,,1,1,10,0,3,Sun Mar 22 22:14:53 +0000 2020
jason,cordaaaaa,feel the bern,58,58,191,0,2289,Wed Jan 08 23:58:27 +0000 2020
〽️aurice,mauriceraps,you may catch a tweet from me here and there,203,203,99,0,3170,Sat Mar 14 23:29:21 +0000 2015
Brodie,Brodielordd,🙃,0,0,20,0,0,Sun Feb 23 23:34:17 +0000 2020
gracie,grayspeters,,214,214,79,0,3313,Thu Jun 04 15:36:17 +0000 2015
Jxshy.Griim,joshashokage,15,3,3,36,0,694,Tue Apr 23 01:32:28 +0000 2019
Adam the Artist ☆彡,Adam_the_Artist,#BADSTAR OUT MAY 1 💫🛸😈,41,41,143,0,104,Sun Mar 29 04:46:57 +0000 2020
sib;🦋🕊🌊✨,sadlilbrownboy,"you only get one life, and im gonna take mine 🤪🥳🥰💫🙏🏼",117,117,199,1,6150,Sun May 10 02:08:50 +0000 2015
quarintiney,c_dodds16,wsu 23,565,565,697,0,9625,Wed Aug 03 03:40:17 +0000 2016
🕳,bbyvees,"quiet, not blind.",150,150,69,1,65923,Mon Nov 16 00:25:44 +0000 2015
i might be paranoid,babygyIIenhaal,😳,6,6,137,0,77,Mon Apr 09 04:01:08 +0000 2018
🌈,kimuwuthy,,4,4,54,0,978,Sat Feb 08 23:23:57 +0000 2020
ga**y,DOMSlNTERLUDE,i love @dominicfike,9,9,20,0,3661,Wed Jul 11 05:10:49 +0000 2018
🌝,lilskoner,just send me funny shit,6,6,10,0,41,Thu May 23 02:30:18 +0000 2019
Joey,joeyanderle,"I'll get back to this, promise, probably.",23,23,66,0,1,Fri Aug 26 14:34:57 +0000 2016
Alexa Resendiz,alexaresendiz_,tbh dont know what to put here,942,942,1009,10,103913,Fri Jun 14 04:01:19 +0000 2013
abby...,abby43986016,🧸,5,5,101,0,92,Wed Feb 12 02:30:27 +0000 2020
bailey,baileypanoff,if u cross my fish u cross me 😤,93,93,131,1,9033,Mon Apr 20 23:42:23 +0000 2009
BrownBiatch,AjaiSaroya,citalopram & porn,13,13,686,0,1628,Tue Jun 25 16:52:53 +0000 2019
Angel Mackay 🧞‍♂️,angel_x101,cc me when the vibe right 🪐                       Libra ❂  Cancer ☾ Scorpio ↥,174,174,257,6,8271,Wed Jan 29 15:49:39 +0000 2020
Trent Ogilvie,TheTrentOgilvie,Imma fuck wit it.,1,1,13,0,12,Sun Mar 29 02:25:21 +0000 2020
#em⁷ jieun ft yoongi♡,daeguyoonie,"𝐰𝐞 𝐚𝐫𝐞 𝐞𝐚𝐜𝐡 𝐨𝐭𝐡𝐞𝐫'𝐬 𝐧𝐢𝐠𝐡𝐭𝐬𝐜𝐚𝐩𝐞, 𝐞𝐚𝐜𝐡 𝐨𝐭𝐡𝐞𝐫'𝐬 𝐦𝐨𝐨𝐧 #방탄소년단",1368,1368,1337,24,114387,Sat Dec 06 18:15:08 +0000 2014
Adriane,Adriane98052125,,0,0,5,0,0,Sun Mar 29 00:18:08 +0000 2020
Trish,TrishDonahue27,south jersey | Monmouth University T&F '21,371,371,320,0,4321,Wed May 21 01:23:35 +0000 2014
Carlos ツ,andre__carlo,,1,1,14,0,10,Sun Feb 23 17:25:42 +0000 2020
Jair ☠,Jair_609,"Paz, Amor y Sexo",41,41,69,0,794,Thu Nov 28 04:33:49 +0000 2019
civster,caitlinivany,,3,3,49,0,3,Thu Dec 26 04:44:53 +0000 2019
grey,GracenReed,don’t worry about it sweetheart,683,683,572,1,34448,Wed Oct 02 04:48:13 +0000 2013
Yessica,yessica1738,,2,2,65,0,303,Tue Mar 05 04:56:09 +0000 2019
Rachel Thomas,rachellllthomas,usf,85,85,160,0,3113,Mon Sep 19 21:47:12 +0000 2016
mediocre star,GLAMER4L,☆ ☆ ☆,1141,1141,824,2,98213,Tue Jul 31 04:34:32 +0000 2012
sophia,hipIaureIs,she/her,92,92,91,1,11657,Fri Dec 28 00:43:22 +0000 2018
LonelyLoner,its_iso0,Rare🗣⛓🖤,43,43,209,0,386,Fri Dec 08 07:49:54 +0000 2017
semaj,_jm26,,440,440,314,0,6641,Mon Apr 07 22:31:27 +0000 2014
star🐍,starlt95,,703,703,538,0,8757,Sat Jul 26 06:13:54 +0000 2014
Hazel,hazelquinones,🦋✨💎♉️,295,295,264,1,4575,Sun Feb 13 03:33:15 +0000 2011
childish gamboa,reginaisabelgam,,26,26,131,0,391,Sat Mar 28 07:56:54 +0000 2020
Mr. SlowAss aka Mr.AntiVax aka Mr.Blowyourbackout,AmySchumerStan,"Thread count 2003, Forces from 2006",39,39,125,0,5029,Tue Mar 19 07:47:22 +0000 2019
jack bragg,Braggerion,elkins ∞,65,65,171,0,312,Wed Apr 16 02:01:06 +0000 2014
ghost of sparta,Thainatvm,"joojinho ❤
manda memes",148,148,284,1,22338,Sat Nov 05 11:23:22 +0000 2016
ً,pradafair,bfd: 0,75,75,299,0,2794,Tue Nov 19 22:09:53 +0000 2019
kurt ramil,KrtZylnRml,https://t.co/DxEQgOgrze,254,254,273,0,47291,Fri Jun 22 16:30:17 +0000 2012
scar,scarlettttohara,greetings loved ones let’s take a journey,239,239,348,4,14866,Tue Dec 24 16:31:39 +0000 2013
Dechen Pelmo,DechenPelmo3,it’s life and life only,2,2,6,0,28,Sat Mar 28 14:33:04 +0000 2020
Eric R,EricReally,Ya boi,231,231,520,1,1388,Mon Aug 29 13:19:18 +0000 2011
sonia,divuuh,va spurs va 🌸,536,536,445,3,22833,Sun Jan 06 03:14:53 +0000 2013
han,haneli5a,thank you kanye very cool,2,2,32,0,28,Sat Mar 28 12:01:27 +0000 2020
Izzy,izzynoon8,,9,9,119,0,2152,Fri Nov 03 21:33:19 +0000 2017
lil papaya,leakedshi,"press ""Paint""",49,49,526,1,19433,Mon Mar 30 13:41:16 +0000 2015
Blake_E,Blake_3003,glad i'm here,2,2,30,0,2,Sat Mar 28 10:23:35 +0000 2020
JORDiE G,Clits_Magee,,207,207,458,1,9119,Mon Jul 18 22:26:46 +0000 2011
Adeline,_adeliinee,"juice is temporary, sauce is forever",104,104,135,0,2266,Mon Apr 29 06:02:33 +0000 2019
maddie swan,mcswan03,,31,31,93,0,178,Wed Mar 25 19:53:30 +0000 2020
Jay,jaythankyou,visual artist  nojaythankyou@gmail.com,44,44,191,0,1425,Fri Sep 20 22:11:00 +0000 2019
Trent B,GrandviewBlvd,It is what it is till it ain't.,108,108,138,0,2621,Mon Jan 28 21:11:29 +0000 2013
🥑,avocadostrong,🏳️‍🌈 welp.,46,46,55,0,142,Sat Mar 28 06:42:03 +0000 2020
clark,whotfisclark,WORLD PEACE,1270,1270,1272,22,13992,Tue Jan 15 06:06:40 +0000 2013
bri ! 🦕,clammchowderr,golden stan,2,2,49,0,287,Tue Oct 08 23:53:50 +0000 2019
little rahbett,rhiyaun,Ryan.,14,14,293,0,1248,Fri Jan 31 01:54:56 +0000 2014
🦋𝔐𝔞𝔯𝔩𝔦 𝔍𝔞𝔡𝔢 🦋,MarliJade2,ceo of having no followers,24,24,141,0,8294,Wed Nov 22 18:20:08 +0000 2017
Lara,larariverar,“well done is better than well said” b.f.,13,13,47,0,683,Tue Oct 22 05:14:52 +0000 2019
kelly,uncoolkelly,"aries, artist, filmmaker, she/her",342,342,227,7,34544,Sun Nov 06 19:48:23 +0000 2011
❤️,sydsydno,,319,319,291,0,13704,Sun Apr 17 00:04:17 +0000 2011
val,Florbyval,"🇨🇴photographer , insta: val.ok Email - val@flormgmt.com cash app $florbyval",5202,5202,1307,34,55048,Fri Mar 20 03:52:32 +0000 2015
hannah,Hannahkozieja,"“when it comes to swag, there is no gender”-young thug",238,238,539,1,14019,Mon Jun 08 22:13:20 +0000 2015
♒️,danielleelopez_,And none of them came through,22,22,35,0,34773,Sun Jul 22 04:47:16 +0000 2012
chelsea,chelseacn_,,27,27,146,0,15606,Tue Jan 10 04:28:54 +0000 2017
𝒌𝒂𝒎𝒆𝒍𝒆 ♡,lilgrumpybub,23 • cow fan account • ⓥ • ig lilgrumpybub 🖤 top 12% on onlyfans 🖤 18+,3113,3113,871,13,129424,Thu Mar 20 10:20:27 +0000 2014
thais,suckssidk,nordestiny’s child,14,14,92,0,74,Sat Mar 28 03:09:50 +0000 2020
Ella,daisys0up,open journal for my future employer,12,12,39,0,562,Sat Mar 28 03:27:58 +0000 2020
🇲🇽🇵🇷,LatinxMusica,Producer/Engineer/DJ - Product of Immigration & Internet -,129,129,674,0,11169,Thu Feb 11 02:25:40 +0000 2016
shrey,tallbrowndude,//trust me I have horrible music taste,529,529,2881,6,15255,Tue Aug 30 17:57:29 +0000 2011
estela,estelamfzz,i like animals and makeup,380,380,221,3,11453,Mon May 21 20:10:13 +0000 2012
kp but socially distant,karaxbeth,scorpio | fsu (online?),697,697,524,1,28315,Sun Dec 27 05:25:05 +0000 2015
Sophia Marti,violetamarti29,"well, damn jackie",205,205,273,0,2661,Sun Oct 09 07:45:23 +0000 2016
erikerikerik,erkjamfilm,https://t.co/vi6kk0esku,103,103,473,0,8457,Sat Nov 18 01:01:43 +0000 2017
raygie,thatssoregean,"momma raised me well. but i dont wanna go to heaven without raising hell. 🌟




david dobrik. austin malone. luke hemmings. 
that is all",208,208,876,0,11522,Sun Feb 05 01:47:36 +0000 2017
norah,cloudyskiey,i’m not funny enough to actually tweet stuff,1,1,29,0,225,Thu Jan 18 19:21:46 +0000 2018
autumn,ftrbnd0209,"Please don't go, drifter.

19 | University of Plymouth",81,81,181,0,17861,Sun Jun 28 10:35:06 +0000 2015
alexandra,barrialexandra,We will see the goodness of God in the land of the living | 🇵🇭,718,718,814,0,16701,Thu Jun 12 02:58:41 +0000 2014
eeeeeeeeeeeeeeeeeeeeeeeeee,imevster,Ight hmu,19,19,184,0,23,Wed Dec 27 08:41:17 +0000 2017
Maddie Martin,maddiemartinn19,out of sight out of mind,11,11,38,0,43,Wed Sep 25 17:44:28 +0000 2019
Mia,miaccura,,170,170,115,0,12667,Thu Sep 05 00:17:45 +0000 2013
j,spoiIedbrats,dominic fike i love you!!!!!,1527,1527,157,39,9268,Wed Dec 04 00:59:20 +0000 2013
ياسمين,JeAlwadani,👩🏻‍💻📚🥡☕️ 🇬🇷,134,134,130,0,1199,Fri Jun 10 15:09:31 +0000 2016
new zaj,TheStansT_Prod,i had this feeling i was coming back   uofsc ‘22,126,126,320,1,25487,Thu Oct 01 01:10:31 +0000 2015
bridge,bridgecrowley,mcgill,464,464,381,1,2508,Wed Jan 07 19:39:51 +0000 2015
journey,journey36614730,just keeping up with what’s going down,2,2,13,0,5,Fri Mar 27 20:42:18 +0000 2020
Jessica Andrade,jaika__,,26,26,55,0,760,Fri Jun 27 23:17:52 +0000 2014
jULIO,JulioDeHatdog,Everything will make sense in the future,73,73,85,0,1328,Thu Sep 20 12:38:34 +0000 2018
krust,kristinashuo,,184,184,715,1,7463,Wed Sep 12 18:57:12 +0000 2018
min,jsmneskrni,haih,9,9,219,0,2280,Tue Sep 12 14:43:49 +0000 2017
Karen 😍,kcarreno26,curly head boys + ruel,6,6,105,0,767,Mon Sep 30 21:11:22 +0000 2019
Maya,mayashere_,🦋,13,13,14,0,1198,Sun Nov 12 21:21:08 +0000 2017
m🦎,miasogynistic,,165,165,196,2,571,Fri Feb 14 05:21:54 +0000 2020
hermala,myzzle_,ethiopian // sagittarius ♐︎,287,287,263,4,67236,Sat Apr 19 17:12:57 +0000 2014
kaley,kaleysanders_,,315,315,469,0,19128,Tue Feb 10 19:40:37 +0000 2015
brady,bradytutton,18,49266,49266,987,507,883,Mon Jan 27 23:57:02 +0000 2014
Ari✌︎✌︎,theariskye,"going through an emo phase, not sure if it’s permanent. click the link in my bio and follow my Tik Tok🙏. insta: @theariskye",2393,2393,3361,1,1894,Mon Oct 12 22:13:23 +0000 2015
إشراق,ishrakhb,Inhale in hell there's heaven,66,66,156,0,2035,Thu Aug 09 11:18:34 +0000 2018
Christian,223Porn,,210,210,241,0,11103,Fri May 13 22:59:04 +0000 2016
Ty,TylynnHickman,finding the beauty in imperfection,1384,1384,833,2,21420,Thu Jul 05 06:48:13 +0000 2012
Jeffery,jeffkittohart,"If you're hurting, love yourself with my heart",276,276,405,3,56351,Sun Dec 18 01:48:28 +0000 2016
lace 🍯,laceyanncox,anyways,161,161,158,0,1162,Fri Aug 25 02:13:07 +0000 2017
sksksks,babyboiizzy,gay mafia baby 🇮🇹 😔✌🏻,40,40,122,0,878,Fri May 31 02:07:48 +0000 2019
Lexx,lexi_halterman,sweet WV lovin,656,656,392,2,5705,Tue Feb 02 12:09:24 +0000 2016
Gravy,Gravy_Music,Music enthusiast,3,3,227,0,32,Tue Mar 10 09:02:50 +0000 2020
40tina 🍊,martinabw_,"life’s hard but fuck it, we vibin",150,150,223,0,2001,Fri Jun 28 10:28:37 +0000 2019
🌈,_dahliau,...,38,38,110,0,6658,Thu Dec 12 17:48:43 +0000 2019
Pala,notpala,,9,9,337,0,2961,Sun Jul 01 10:22:23 +0000 2018
avantura,Melaninavantura,👣,10863,10863,7041,13,3790,Sat Nov 10 20:05:12 +0000 2012
emi #IWGUIW,tsunaemii,the meeting of the masterminds,340,340,256,15,15122,Sat Mar 03 17:24:08 +0000 2012
Zai 2M,Zaynali21,I'm a fake,204,204,3296,1,179,Tue Oct 17 07:31:03 +0000 2017
SIR SMOKE THE 2ND,BigSmokeeeeeee,STILL WANT MY TWO NUMBER 9'S.. ll BIGGEST SMOKE BLOWER ll I MAKE BAD JOKES ll MUSIC DISCUSSIONS ll FOLLOW MY BACKUP ACC @SmokeGotSmoked,2487,2487,710,16,21714,Sat Jan 11 18:58:35 +0000 2020
Caleb Armoogan,armoogan99,https://t.co/IAcpqUV7B5 🇫🇷🇹🇹,20,20,61,0,4866,Fri Oct 17 00:17:57 +0000 2014
🙄,mikeockoochie,mike ock second acc in case they get me,4,4,118,0,0,Thu May 17 23:50:39 +0000 2018
ash,ayyesha__p,@ a .ye_art on insta,4,4,158,0,1277,Mon Jan 15 04:58:44 +0000 2018
Lindsay 🤩,lindsaydavey29,,110,110,389,0,14553,Fri Feb 26 03:12:03 +0000 2016
kuekjr,kuekjrr,Lost In Myself🧬 #LuvMeBeforeTheyAllDo-21/06/19,24,24,93,0,10403,Sat Nov 11 07:48:01 +0000 2017
noah,noahtasew,don’t take anything on here seriously :),374,374,359,0,10721,Mon Dec 02 07:33:07 +0000 2013
Isabel,i5ab2l,stan monsta x,1243,1243,2101,3,58886,Sat Jun 07 15:33:56 +0000 2014
gab,pockettlockett,,39,39,192,0,2992,Mon Feb 20 19:25:14 +0000 2012
lady j. 🛸,alienladyj,this skin and bones is a rental,169,169,246,0,10344,Tue Nov 11 23:25:56 +0000 2014
Abby Murphy,abbymurphy96,living in a world of fkn whores rn,10,10,31,0,87,Sat Oct 13 20:41:00 +0000 2018
Franchesca,frranchescaa,,110,110,183,0,283,Sat Sep 17 20:21:42 +0000 2016
spud,bologna_eater79,,87,87,140,0,1925,Sat Sep 07 00:20:30 +0000 2019
dyl,dylanEdexter,🇺🇸🏴󠁧󠁢󠁥󠁮󠁧󠁿 dexter’s laboratory,985,985,588,0,22791,Wed Feb 06 00:21:23 +0000 2013
Kaylee,_kaylee_jean_,whatever you thought. i already thinked it,23,23,107,0,381,Tue Apr 03 04:40:02 +0000 2018
Chloe,chloeiscalm,,2,2,19,0,2,Mon Jul 03 03:58:19 +0000 2017
winnie,winnie03196221,,4,4,48,0,566,Sun Dec 22 21:11:37 +0000 2019
kev,kevv_macias,,573,573,361,0,4661,Sun May 08 15:35:39 +0000 2016
°: • ✰• ♡° * •☆°:✰* • ♡ 🗡️,__bruja666,🍜,58,58,76,0,4371,Tue Jun 19 18:55:33 +0000 2018
ؘ,SAlNTLANI,12 AM,2127,2127,796,122,32867,Sun Oct 01 02:15:31 +0000 2017
Rachel,Rachel81126359,,14,14,181,0,2404,Sat Jan 18 16:26:53 +0000 2020
thom cruise,ThomasGuenthe17,free the homie garfield,31,31,205,0,2541,Wed Jan 09 06:12:23 +0000 2019
Ellanor,ellllllliie,she is a young respectful lady,676,676,807,3,78017,Wed Apr 25 18:30:11 +0000 2012
alexa | tïxxo,diorsfike,one direction & snc enthusiast,179,179,261,4,33857,Mon Oct 17 23:22:50 +0000 2016
k,imboredasshiiii,,262,262,1039,4,50493,Mon Nov 06 00:24:36 +0000 2017
Isabelle 🥺,iz_delacruz19,UNT’22 ✨// a mess 🌼 // she/her,812,812,780,2,46147,Sun Aug 27 22:07:37 +0000 2017
